Date,Open,High,Low,Close,Adj Close,Volume
2018/03/14,6234.24,6253.17,6185.18,6189.32,6189.32,75466633
2018/03/15,6172.85,6203.24,6117.60,6180.11,6180.11,72173921
2018/03/16,6181.38,6205.87,6146.31,6146.31,6146.31,65073534
2018/03/19,6142.52,6186.61,6118.30,6153.83,6153.83,67233214
2018/03/20,6109.61,6176.50,6091.50,6173.70,6173.70,67475662
2018/03/21,6182.11,6224.56,6125.14,6129.20,6129.20,79487161
2018/03/22,6130.05,6161.38,6074.66,6101.23,6101.23,67407441
2018/03/23,5913.37,5978.42,5722.77,5787.15,5787.15,121367061
2018/04/17,6024.55,6038.25,5886.02,5890.86,5890.86,71920258
2018/04/18,5925.84,5981.34,5826.65,5970.66,5970.66,76201712
2018/04/19,5965.24,6041.99,5962.71,6004.73,6004.73,75998556
2018/04/20,5984.06,5999.01,5872.50,5880.84,5880.84,72391389
2018/04/23,5885.61,5913.57,5761.97,5823.92,5823.92,63952399
2018/04/24,5825.45,5957.83,5825.45,5957.19,5957.19,67954118
2018/04/25,5929.41,5968.88,5919.52,5959.42,5959.42,60382790
2018/04/26,5951.19,5955.26,5846.08,5847.98,5847.98,62638394
2018/04/27,5865.44,5886.00,5808.78,5860.98,5860.98,55997822
2018/05/02,5861.84,5894.46,5817.39,5855.32,5855.32,63147027
2018/05/03,5843.09,5911.09,5779.73,5910.61,5910.61,67604490
2018/05/04,5891.12,5939.95,5883.70,5909.29,5909.29,55464047
2018/05/07,5921.31,6023.19,5918.38,6019.14,6019.14,64033358
2018/05/08,6023.58,6042.07,6012.13,6041.81,6041.81,62194666
2018/05/09,6034.46,6042.91,6002.39,6029.23,6029.23,54124153
2018/05/10,6036.01,6052.71,5999.95,6040.57,6040.57,58310665
2018/05/11,6044.98,6052.54,5989.43,5991.34,5991.34,63847253
2018/05/14,5982.47,6008.89,5951.68,5967.55,5967.55,59798192
2018/05/15,5972.16,6021.02,5947.46,6020.57,6020.57,54721546
2018/05/16,6002.75,6045.03,5991.38,6004.07,6004.07,58338640
2018/05/17,6000.74,6010.30,5959.73,5973.78,5973.78,52997273
2018/05/18,5968.56,6000.95,5932.13,5995.15,5995.15,57868274
2018/05/21,6034.43,6080.82,6034.06,6072.20,6072.20,70722451
2018/05/22,6066.25,6092.91,6052.09,6092.91,6092.91,62266852
2018/05/23,6080.73,6081.53,6012.42,6013.85,6013.85,67845868
2018/05/24,6014.02,6028.50,5986.72,5992.62,5992.62,53711808
2018/05/25,5983.94,5992.48,5909.05,5917.80,5917.80,57793809
2018/05/28,5910.48,5938.07,5858.27,5891.26,5891.26,57810122
2018/05/29,5884.59,5921.72,5832.55,5835.45,5835.45,56179929
2018/05/30,5759.45,5778.04,5675.91,5682.59,5682.59,68527885
2018/05/31,5722.95,5760.20,5672.18,5754.47,5754.47,56008854
2018/06/01,5729.92,5759.50,5654.84,5685.12,5685.12,53833571
2018/06/04,5692.97,5707.49,5652.14,5683.15,5683.15,46750282
2018/06/05,5681.22,5779.86,5680.49,5779.08,5779.08,47410470
2018/06/06,5770.71,5784.61,5748.70,5774.26,5774.26,48182508
2018/06/07,5786.46,5798.33,5734.63,5738.02,5738.02,47376191
2018/06/08,5731.84,5731.84,5630.66,5669.30,5669.30,52925555
2018/06/11,5657.65,5672.63,5612.87,5632.36,5632.36,43109691
2018/06/12,5638.35,5693.61,5594.92,5693.35,5693.35,46645358
2018/06/13,5678.81,5679.67,5605.55,5607.02,5607.02,49234214
2018/06/14,5590.57,5645.19,5570.83,5586.93,5586.93,44419709
2018/06/15,5582.84,5593.69,5448.08,5483.95,5483.95,56448574
2018/06/19,5396.68,5409.41,5070.22,5141.71,5141.71,82986353
2018/06/20,5114.06,5222.88,5090.22,5198.39,5198.39,60329417
2018/06/21,5196.13,5244.65,5086.93,5089.25,5089.25,63240478
2018/06/22,5052.44,5165.04,5017.51,5160.12,5160.12,51689206
2018/06/25,5196.65,5211.76,5121.21,5125.03,5125.03,47860811
2018/06/26,5059.38,5170.17,5044.24,5160.28,5160.28,51066587
2018/06/27,5159.62,5188.20,5089.71,5109.50,5109.50,49857841
2018/06/28,5097.51,5150.65,5050.32,5055.11,5055.11,47767518
2018/06/29,5061.09,5218.91,5054.05,5217.76,5217.76,57234937
2018/07/02,5216.85,5238.64,5100.87,5138.78,5138.78,55248929
2018/07/03,5138.55,5203.36,5054.66,5197.13,5197.13,61424233
2018/07/04,5171.19,5180.27,5102.78,5121.34,5121.34,53859951
2018/07/05,5109.14,5126.47,4981.78,4982.76,4982.76,52927414
2018/07/06,4981.98,5061.04,4897.26,4996.63,4996.63,61340255
2018/07/09,5007.21,5107.88,5007.21,5107.55,5107.55,52937159
2018/07/10,5114.12,5141.71,5094.29,5136.53,5136.53,52227669
2018/07/11,5060.07,5070.49,4973.99,5036.16,5036.16,58915262
2018/07/12,5029.29,5184.02,5029.29,5172.50,5172.50,68089566
2018/07/13,5174.51,5207.36,5167.16,5204.19,5204.19,56354210
2018/07/16,5201.53,5216.56,5170.22,5195.20,5195.20,51667372
2018/07/17,5189.15,5196.20,5132.21,5196.20,5196.20,48243322
2018/07/18,5198.89,5220.18,5156.64,5156.64,5156.64,55257134
2018/07/19,5153.38,5179.73,5088.12,5111.33,5111.33,50483934
2018/07/20,5105.65,5184.87,5072.16,5175.25,5175.25,57868514
2018/07/23,5146.62,5214.38,5132.38,5214.00,5214.00,68484315
2018/07/24,5213.39,5315.67,5211.94,5304.64,5304.64,88201816
2018/07/25,5308.02,5332.62,5294.42,5308.66,5308.66,74850860
2018/07/26,5307.30,5318.88,5262.31,5273.48,5273.48,75120240
2018/07/27,5270.23,5281.35,5230.10,5249.29,5249.29,61715887
2018/07/30,5244.77,5255.19,5167.40,5185.15,5185.15,60836024
2018/07/31,5182.83,5208.38,5163.66,5188.72,5188.72,49496356
2018/08/01,5198.46,5233.50,5105.37,5105.37,5105.37,60369485
2018/08/02,5094.34,5094.34,4887.50,4996.01,4996.01,74390325
2018/08/03,4982.89,5008.24,4929.75,4929.75,4929.75,50735797
